arr/dep;platform;
Arr67;Platform7;
Arr67;Platform8;
Arr67;Platform9;
Arr68;Platform2;
Arr68;Platform3;
Arr68;Platform4;
Arr68;Platform5;
Arr68;Platform6;
Arr68;Platform7;
Arr68;Platform8;
Arr69;Platform2;
Arr69;Platform3;
Arr69;Platform4;
Arr69;Platform5;
Arr69;Platform6;
Arr70;Platform6;
Arr70;Platform7;
Arr70;Platform8;
Arr70;Platform9;
Dep1;Platform3;
Dep1;Platform4;
Dep1;Platform5;
Dep1;Platform6;
Dep1;Platform7;
Dep1;Platform8;
Dep2;Platform2;
Dep2;Platform3;
Dep2;Platform4;
Dep2;Platform5;
Dep2;Platform6;
Dep2;Platform7;
Dep2;Platform8;
Dep3;Platform3;
Dep3;Platform4;
Dep3;Platform5;
Dep3;Platform6;
Dep3;Platform7;
Dep3;Platform8;
Dep4;Platform2;
Dep4;Platform3;
Dep4;Platform4;
Dep4;Platform5;
Dep4;Platform6;
Dep5;Platform3;
Dep5;Platform4;
Dep5;Platform5;
Dep5;Platform6;
Dep5;Platform7;
Dep5;Platform8;
Dep6;Platform3;
Dep6;Platform4;
Dep6;Platform5;
Dep6;Platform6;
Dep6;Platform7;
Dep6;Platform8;
Dep7;Platform3;
Dep7;Platform4;
Dep7;Platform5;
Dep7;Platform6;
Dep8;Platform4;
Dep8;Platform5;
Dep8;Platform6;
Dep8;Platform7;
Dep9;Platform2;
Dep9;Platform3;
Dep9;Platform4;
Dep9;Platform5;
Dep9;Platform6;
Dep9;Platform7;
Dep9;Platform8;
Dep10;Platform5;
Dep10;Platform6;
Dep10;Platform7;
Dep10;Platform8;
Dep10;Platform9;
Dep11;Platform6;
Dep11;Platform7;
Dep11;Platform8;
Dep11;Platform9;
Dep12;Platform3;
Dep12;Platform4;
Dep12;Platform5;
Dep12;Platform6;
Dep12;Platform7;
Dep12;Platform8;
Dep12;Platform9;
Dep13;Platform4;
Dep13;Platform5;
Dep13;Platform6;
Dep13;Platform7;
Dep13;Platform8;
Dep13;Platform9;
Dep14;Platform4;
Dep14;Platform5;
Dep14;Platform6;
Dep14;Platform7;
Dep15;Platform3;
Dep15;Platform4;
Dep15;Platform5;
Dep15;Platform6;
Dep15;Platform7;
Dep15;Platform8;
Dep15;Platform9;
Dep16;Platform4;
Dep16;Platform5;
Dep16;Platform6;
Dep16;Platform7;
Dep16;Platform8;
Dep17;Platform3;
Dep17;Platform4;
Dep17;Platform5;
Dep17;Platform6;
Dep17;Platform7;
Dep17;Platform8;
Dep17;Platform9;
Dep18;Platform4;
Dep18;Platform5;
Dep18;Platform6;
Dep18;Platform7;
Dep19;Platform2;
Dep19;Platform3;
Dep19;Platform4;
Dep19;Platform5;
Dep19;Platform6;
Dep19;Platform7;
Dep20;Platform2;
Dep20;Platform3;
Dep20;Platform4;
Dep20;Platform5;
Dep20;Platform6;
Dep20;Platform7;
Dep20;Platform8;
Dep21;Platform6;
Dep21;Platform7;
Dep21;Platform8;
Dep21;Platform9;
Dep22;Platform3;
Dep22;Platform4;
Dep22;Platform5;
Dep22;Platform6;
Dep23;Platform3;
Dep23;Platform4;
Dep23;Platform5;
Dep23;Platform6;
Dep23;Platform7;
Dep24;Platform3;
Dep24;Platform4;
Dep24;Platform5;
Dep24;Platform6;
Dep25;Platform4;
Dep25;Platform5;
Dep25;Platform6;
Dep25;Platform7;
Dep25;Platform8;
Dep25;Platform9;
Dep26;Platform2;
Dep26;Platform3;
Dep26;Platform4;
Dep26;Platform5;
Dep26;Platform6;
Dep26;Platform7;
Dep26;Platform8;
Dep27;Platform4;
Dep27;Platform5;
Dep27;Platform6;
Dep27;Platform7;
Dep28;Platform4;
Dep28;Platform5;
Dep28;Platform6;
Dep28;Platform7;
Dep28;Platform8;
Dep29;Platform6;
Dep29;Platform7;
Dep29;Platform8;
Dep29;Platform9;
Dep30;Platform3;
Dep30;Platform4;
Dep30;Platform5;
Dep30;Platform6;
Dep31;Platform2;
Dep31;Platform3;
Dep31;Platform4;
Dep31;Platform5;
Dep31;Platform6;
Dep31;Platform7;
Dep32;Platform5;
Dep32;Platform6;
Dep32;Platform7;
Dep32;Platform8;
Dep32;Platform9;
Dep33;Platform2;
Dep33;Platform3;
Dep33;Platform4;
Dep33;Platform5;
Dep33;Platform6;
Dep33;Platform7;
Dep34;Platform6;
Dep34;Platform7;
Dep34;Platform8;
Dep34;Platform9;
Dep35;Platform2;
Dep35;Platform3;
Dep35;Platform4;
Dep35;Platform5;
Dep35;Platform6;
Dep35;Platform7;
Dep35;Platform8;
Dep36;Platform3;
Dep36;Platform4;
Dep36;Platform5;
Dep36;Platform6;
Dep36;Platform7;
Dep36;Platform8;
Dep37;Platform3;
Dep37;Platform4;
Dep37;Platform5;
Dep37;Platform6;
Dep37;Platform7;
Dep37;Platform8;
Dep38;Platform3;
Dep38;Platform4;
Dep38;Platform5;
Dep38;Platform6;
Dep38;Platform7;
Dep38;Platform8;
Dep39;Platform2;
Dep39;Platform3;
Dep39;Platform4;
Dep39;Platform5;
Dep39;Platform6;
Dep39;Platform7;
Dep39;Platform8;
Dep40;Platform3;
Dep40;Platform4;
Dep40;Platform5;
Dep40;Platform6;
Dep41;Platform3;
Dep41;Platform4;
Dep41;Platform5;
Dep41;Platform6;
Dep41;Platform7;
Dep41;Platform8;
Dep41;Platform9;
Dep42;Platform3;
Dep42;Platform4;
Dep42;Platform5;
Dep42;Platform6;
Dep42;Platform7;
Dep42;Platform8;
Dep43;Platform5;
Dep43;Platform6;
Dep43;Platform7;
Dep43;Platform8;
Dep43;Platform9;
Dep44;Platform3;
Dep44;Platform4;
Dep44;Platform5;
Dep44;Platform6;
Dep44;Platform7;
Dep44;Platform8;
Dep45;Platform6;
Dep45;Platform7;
Dep45;Platform8;
Dep45;Platform9;
Dep46;Platform3;
Dep46;Platform4;
Dep46;Platform5;
Dep46;Platform6;
Dep46;Platform7;
Dep47;Platform5;
Dep47;Platform6;
Dep47;Platform7;
Dep47;Platform8;
Dep47;Platform9;
Dep48;Platform4;
Dep48;Platform5;
Dep48;Platform6;
Dep48;Platform7;
Dep48;Platform8;
Dep48;Platform9;
Dep49;Platform2;
Dep49;Platform3;
Dep49;Platform4;
Dep49;Platform5;
Dep50;Platform6;
Dep50;Platform7;
Dep50;Platform8;
Dep50;Platform9;
Dep51;Platform6;
Dep51;Platform7;
Dep51;Platform8;
Dep51;Platform9;
Dep52;Platform2;
Dep52;Platform3;
Dep52;Platform4;
Dep52;Platform5;
Dep52;Platform6;
Dep52;Platform7;
Dep52;Platform8;
Dep53;Platform5;
Dep53;Platform6;
Dep53;Platform7;
Dep53;Platform8;
Dep54;Platform2;
Dep54;Platform3;
Dep54;Platform4;
Dep54;Platform5;
Dep55;Platform2;
Dep55;Platform3;
Dep55;Platform4;
Dep55;Platform5;
Dep55;Platform6;
Dep55;Platform7;
Dep56;Platform2;
Dep56;Platform3;
Dep56;Platform4;
Dep56;Platform5;
Dep56;Platform6;
Dep56;Platform7;
Dep57;Platform3;
Dep57;Platform4;
Dep57;Platform5;
Dep57;Platform6;
Dep58;Platform3;
Dep58;Platform4;
Dep58;Platform5;
Dep58;Platform6;
Dep58;Platform7;
Dep59;Platform5;
Dep59;Platform6;
Dep59;Platform7;
Dep59;Platform8;
Dep59;Platform9;
Dep60;Platform2;
Dep60;Platform3;
Dep60;Platform4;
Dep60;Platform5;
Dep61;Platform2;
Dep61;Platform3;
Dep61;Platform4;
Dep61;Platform5;
Dep61;Platform6;
Dep62;Platform2;
Dep62;Platform3;
Dep62;Platform4;
Dep62;Platform5;
Dep62;Platform6;
Dep62;Platform7;
Dep62;Platform8;
Dep63;Platform3;
Dep63;Platform4;
Dep63;Platform5;
Dep63;Platform6;
Dep63;Platform7;
Dep63;Platform8;
Dep64;Platform2;
Dep64;Platform3;
Dep64;Platform4;
Dep64;Platform5;
Dep64;Platform6;
Dep64;Platform7;
Dep64;Platform8;
Dep65;Platform5;
Dep65;Platform6;
Dep65;Platform7;
Dep65;Platform8;
Dep65;Platform9;
Dep66;Platform4;
Dep66;Platform5;
Dep66;Platform6;
Dep66;Platform7;
Dep66;Platform8;
Dep67;Platform4;
Dep67;Platform5;
Dep67;Platform6;
Dep67;Platform7;
Dep67;Platform8;
Dep67;Platform9;
Dep68;Platform3;
Dep68;Platform4;
Dep68;Platform5;
Dep68;Platform6;
Dep68;Platform7;
Dep68;Platform8;
Dep68;Platform9;
Dep69;Platform2;
Dep69;Platform3;
Dep69;Platform4;
Dep69;Platform5;
Dep69;Platform6;
Dep69;Platform7;
Dep69;Platform8;
Dep70;Platform6;
Dep70;Platform7;
Dep70;Platform8;
Dep70;Platform9;
