idArrival;arrTrain;arrTime;arrSeq;jointArr;linkedDep;cat;idealDwell;maxDwell;remDBM;remTBM;
Arr89;Train89;d1 17:24:46;ArrSeq2;;;Cat1;00:15:00;03:34:42;1940;72:00:00;
Arr90;Train90;d1 17:32:48;ArrSeq2;;;Cat1;00:15:00;03:16:23;1880;72:00:00;
Arr91;Train91;d1 17:40:28;ArrSeq2;;;Cat1;00:15:00;04:04:49;2060;72:00:00;
Arr92;Train92;d1 17:51:44;ArrSeq1;;;Cat1;00:05:00;08:58:05;2130;72:00:00;
Arr93;Train93;d1 18:14:03;ArrSeq2;;;Cat1;00:15:00;05:43:25;2210;72:00:00;
Arr94;Train94;d1 18:20:13;ArrSeq1;;;Cat1;00:05:00;05:00:56;1630;72:00:00;
Arr95;Train95;d1 18:22:45;ArrSeq2;;;Cat1;00:15:00;00:52:42;1620;72:00:00;
Arr96;Train96;d1 18:28:49;ArrSeq1;;;Cat1;00:15:00;04:39:51;2040;72:00:00;
Arr97;Train97;d1 18:30:00;ArrSeq1;;;Cat1;00:15:00;03:25:55;2240;72:00:00;
Arr98;Train98;d1 18:32:55;ArrSeq2;;;Cat1;00:05:00;03:48:53;1960;72:00:00;
Arr99;Train99;d1 18:43:40;ArrSeq1;;;Cat1;00:15:00;07:57:57;1590;72:00:00;
Arr100;Train100;d1 18:54:46;ArrSeq2;;;Cat1;00:05:00;04:53:41;2000;72:00:00;
Arr101;Train101;d1 19:01:24;ArrSeq1;;;Cat1;00:05:00;03:52:22;1710;72:00:00;
Arr102;Train102;d1 19:06:39;ArrSeq2;;;Cat1;00:05:00;01:07:32;1520;72:00:00;
Arr103;Train103;d1 19:16:54;ArrSeq1;;;Cat1;00:05:00;03:00:19;2240;72:00:00;
Arr104;Train104;d1 19:19:59;ArrSeq1;;;Cat1;00:05:00;00:36:04;1690;72:00:00;
Arr105;Train105;d1 19:23:59;ArrSeq2;;;Cat1;00:05:00;05:45:33;2110;72:00:00;
Arr106;Train106;d1 19:26:59;ArrSeq2;;;Cat1;00:15:00;06:04:30;2470;72:00:00;
Arr107;Train107;d1 19:30:32;ArrSeq1;;;Cat1;00:05:00;00:21:55;2160;72:00:00;
Arr108;Train108;d1 19:35:17;ArrSeq1;;;Cat1;00:15:00;01:54:31;1660;72:00:00;
Arr109;Train109;d1 19:39:19;ArrSeq2;;;Cat1;00:15:00;06:01:46;2380;72:00:00;
Arr110;Train110;d1 19:46:12;ArrSeq1;;;Cat1;00:15:00;03:03:12;1540;72:00:00;
Arr111;Train111;d1 19:51:48;ArrSeq2;;;Cat1;00:05:00;07:25:17;1670;72:00:00;
Arr112;Train112;d1 20:03:49;ArrSeq1;;;Cat1;00:15:00;06:12:51;1990;72:00:00;
Arr113;Train113;d1 20:08:51;ArrSeq2;;;Cat1;00:15:00;02:00:51;1990;72:00:00;
Arr114;Train114;d1 20:10:50;ArrSeq1;;;Cat1;00:05:00;07:00:22;1610;72:00:00;
Arr115;Train115;d1 20:14:26;ArrSeq2;;;Cat1;00:15:00;00:38:21;2360;72:00:00;
Arr116;Train116;d1 20:23:31;ArrSeq1;;;Cat1;00:15:00;04:14:35;2100;72:00:00;
Arr117;Train117;d1 20:30:42;ArrSeq2;;;Cat1;00:15:00;06:15:15;2030;72:00:00;
Arr118;Train118;d1 20:34:51;ArrSeq2;;;Cat1;00:05:00;05:40:35;1950;72:00:00;
Arr119;Train119;d1 20:40:51;ArrSeq1;;;Cat1;00:05:00;05:46:39;1950;72:00:00;
Arr120;Train120;d1 20:42:54;ArrSeq2;;;Cat1;00:05:00;05:43:46;2380;72:00:00;
Arr121;Train121;d1 20:45:24;ArrSeq1;;;Cat1;00:15:00;01:27:23;1920;72:00:00;
Arr122;Train122;d1 20:56:44;ArrSeq1;;;Cat1;00:05:00;07:18:51;2150;72:00:00;
Arr123;Train123;d1 21:00:03;ArrSeq1;;;Cat1;00:15:00;08:08:05;1990;72:00:00;
Arr124;Train124;d1 21:04:19;ArrSeq1;;;Cat1;00:05:00;03:23:55;1500;72:00:00;
Arr125;Train125;d1 21:07:54;ArrSeq1;;;Cat1;00:15:00;04:26:18;2170;72:00:00;
Arr126;Train126;d1 21:10:24;ArrSeq2;;;Cat1;00:15:00;05:45:19;1900;72:00:00;
Arr127;Train127;d1 21:14:49;ArrSeq1;;;Cat1;00:05:00;05:06:27;1720;72:00:00;
Arr128;Train128;d1 21:19:25;ArrSeq2;;;Cat1;00:15:00;05:36:54;1730;72:00:00;
Arr129;Train129;d1 21:22:56;ArrSeq1;;;Cat1;00:15:00;07:33:43;2210;72:00:00;
Arr130;Train130;d1 21:26:59;ArrSeq2;;;Cat1;00:05:00;01:33:38;2140;72:00:00;
Arr131;Train131;d1 21:30:32;ArrSeq2;;;Cat1;00:15:00;05:07:26;1760;72:00:00;
Arr132;Train132;d1 21:33:28;ArrSeq2;;;Cat1;00:15:00;03:37:51;1500;72:00:00;
Arr133;Train133;d1 21:45:10;ArrSeq1;;;Cat1;00:15:00;08:01:10;2370;72:00:00;
Arr134;Train134;d1 21:58:47;ArrSeq2;;;Cat1;00:05:00;01:35:46;2320;72:00:00;
Arr135;Train135;d1 22:30:49;ArrSeq2;;;Cat1;00:05:00;03:39:37;2260;72:00:00;
Arr136;Train136;d1 22:32:05;ArrSeq1;;;Cat1;00:05:00;05:29:45;1790;72:00:00;
Arr137;Train137;d1 22:35:19;ArrSeq2;;;Cat1;00:15:00;04:10:02;2260;72:00:00;
Arr138;Train138;d1 22:36:13;ArrSeq1;;;Cat1;00:15:00;02:52:33;1880;72:00:00;
Arr139;Train139;d1 22:40:22;ArrSeq2;;;Cat1;00:15:00;05:58:57;2160;72:00:00;
Arr140;Train140;d1 22:43:21;ArrSeq2;;;Cat1;00:15:00;06:39:44;2490;72:00:00;
Arr141;Train141;d1 22:48:50;ArrSeq2;;;Cat1;00:05:00;04:45:35;2360;72:00:00;
Arr142;Train142;d1 22:50:00;ArrSeq1;;;Cat1;00:05:00;07:52:30;2060;72:00:00;
Arr143;Train143;d1 22:52:42;ArrSeq1;;;Cat1;00:05:00;02:43:36;1630;72:00:00;
Arr144;Train144;d1 22:55:42;ArrSeq1;;;Cat1;00:15:00;01:44:22;1970;72:00:00;
Arr145;Train145;d1 22:56:52;ArrSeq2;;;Cat1;00:05:00;08:57:22;2170;72:00:00;
Arr146;Train146;d1 22:59:52;ArrSeq1;;;Cat1;00:05:00;00:45:53;1940;72:00:00;
Arr147;Train147;d1 23:00:56;ArrSeq2;;;Cat1;00:05:00;07:07:59;2040;72:00:00;
Arr148;Train148;d1 23:04:57;ArrSeq1;;;Cat1;00:15:00;08:19:26;1960;72:00:00;
Arr149;Train149;d1 23:07:59;ArrSeq2;;;Cat1;00:05:00;04:37:15;2310;72:00:00;
Arr150;Train150;d1 23:12:59;ArrSeq2;;;Cat1;00:15:00;07:02:56;2190;72:00:00;
Arr151;Train151;d1 23:15:59;ArrSeq1;;;Cat1;00:05:00;06:39:54;1980;72:00:00;
Arr152;Train152;d1 23:20:59;ArrSeq2;;;Cat1;00:15:00;02:12:39;1640;72:00:00;
Arr153;Train153;d1 23:28:59;ArrSeq1;;;Cat1;00:15:00;07:18:01;1840;72:00:00;
Arr154;Train154;d1 23:33:59;ArrSeq1;;;Cat1;00:05:00;06:46:21;1770;72:00:00;
Arr155;Train155;d1 23:40:59;ArrSeq1;;;Cat1;00:05:00;07:30:06;1510;72:00:00;
Arr156;Train156;d1 23:45:59;ArrSeq1;;;Cat1;00:05:00;03:07:10;2330;72:00:00;
Arr157;Train157;d1 23:48:59;ArrSeq2;;;Cat1;00:15:00;08:07:33;1760;72:00:00;
Arr158;Train158;d1 23:50:59;ArrSeq2;;;Cat1;00:05:00;05:44:21;2160;72:00:00;
Arr159;Train159;d1 23:53:59;ArrSeq1;;;Cat1;00:05:00;00:11:26;1860;72:00:00;
Arr160;Train160;d1 23:59:59;ArrSeq2;;;Cat1;00:15:00;00:48:52;2360;72:00:00;
