arr/dep;platform;
Arr17;Platform9;
Arr17;Platform10;
Arr18;Platform2;
Arr18;Platform3;
Arr18;Platform4;
Arr18;Platform5;
Arr18;Platform6;
Arr18;Platform7;
Arr18;Platform8;
Arr19;Platform2;
Arr19;Platform3;
Arr19;Platform4;
Arr19;Platform5;
Arr19;Platform6;
Arr19;Platform7;
Arr20;Platform2;
Arr20;Platform3;
Arr20;Platform4;
Arr20;Platform5;
Arr20;Platform6;
Arr21;Platform5;
Arr21;Platform6;
Arr21;Platform7;
Arr21;Platform8;
Arr22;Platform2;
Arr22;Platform3;
Arr22;Platform4;
Arr22;Platform5;
Arr22;Platform6;
Arr22;Platform7;
Arr22;Platform8;
Arr22;Platform9;
Arr23;Platform7;
Arr23;Platform8;
Arr23;Platform9;
Arr23;Platform10;
Arr24;Platform2;
Arr24;Platform3;
Arr24;Platform4;
Arr24;Platform5;
Arr25;Platform2;
Arr25;Platform3;
Arr25;Platform4;
Arr25;Platform5;
Arr25;Platform6;
Arr26;Platform5;
Arr26;Platform6;
Arr26;Platform7;
Arr26;Platform8;
Arr26;Platform9;
Arr27;Platform4;
Arr27;Platform5;
Arr27;Platform6;
Arr27;Platform7;
Arr27;Platform8;
Arr27;Platform9;
Arr27;Platform10;
Arr28;Platform2;
Arr28;Platform3;
Arr28;Platform4;
Arr28;Platform5;
Arr28;Platform6;
Arr28;Platform7;
Arr28;Platform8;
Arr28;Platform9;
Arr29;Platform3;
Arr29;Platform4;
Arr29;Platform5;
Arr29;Platform6;
Arr30;Platform5;
Arr30;Platform6;
Arr30;Platform7;
Arr30;Platform8;
Dep1;Platform3;
Dep1;Platform4;
Dep1;Platform5;
Dep1;Platform6;
Dep1;Platform7;
Dep1;Platform8;
Dep2;Platform2;
Dep2;Platform3;
Dep2;Platform4;
Dep2;Platform5;
Dep2;Platform6;
Dep3;Platform3;
Dep3;Platform4;
Dep3;Platform5;
Dep3;Platform6;
Dep4;Platform5;
Dep4;Platform6;
Dep4;Platform7;
Dep4;Platform8;
Dep4;Platform9;
Dep5;Platform3;
Dep5;Platform4;
Dep5;Platform5;
Dep5;Platform6;
Dep5;Platform7;
Dep5;Platform8;
Dep5;Platform9;
Dep6;Platform2;
Dep6;Platform3;
Dep6;Platform4;
Dep6;Platform5;
Dep6;Platform6;
Dep6;Platform7;
Dep6;Platform8;
Dep7;Platform5;
Dep7;Platform6;
Dep7;Platform7;
Dep7;Platform8;
Dep7;Platform9;
Dep7;Platform10;
Dep8;Platform2;
Dep8;Platform3;
Dep8;Platform4;
Dep8;Platform5;
Dep8;Platform6;
Dep8;Platform7;
Dep8;Platform8;
Dep9;Platform4;
Dep9;Platform5;
Dep9;Platform6;
Dep9;Platform7;
Dep9;Platform8;
Dep9;Platform9;
Dep10;Platform4;
Dep10;Platform5;
Dep10;Platform6;
Dep10;Platform7;
Dep11;Platform4;
Dep11;Platform5;
Dep11;Platform6;
Dep11;Platform7;
Dep11;Platform8;
Dep11;Platform9;
Dep12;Platform2;
Dep12;Platform3;
Dep12;Platform4;
Dep12;Platform5;
Dep12;Platform6;
Dep13;Platform6;
Dep13;Platform7;
Dep13;Platform8;
Dep13;Platform9;
Dep13;Platform10;
Dep14;Platform3;
Dep14;Platform4;
Dep14;Platform5;
Dep14;Platform6;
Dep14;Platform7;
Dep14;Platform8;
Dep14;Platform9;
Dep15;Platform2;
Dep15;Platform3;
Dep15;Platform4;
Dep15;Platform5;
Dep15;Platform6;
Dep15;Platform7;
Dep15;Platform8;
Dep15;Platform9;
Dep16;Platform2;
Dep16;Platform3;
Dep16;Platform4;
Dep16;Platform5;
Dep17;Platform2;
Dep17;Platform3;
Dep17;Platform4;
Dep17;Platform5;
Dep17;Platform6;
Dep17;Platform7;
Dep18;Platform3;
Dep18;Platform4;
Dep18;Platform5;
Dep18;Platform6;
Dep18;Platform7;
Dep18;Platform8;
Dep18;Platform9;
Dep18;Platform10;
Dep19;Platform2;
Dep19;Platform3;
Dep19;Platform4;
Dep19;Platform5;
Dep19;Platform6;
Dep19;Platform7;
Dep19;Platform8;
Dep19;Platform9;
Dep20;Platform3;
Dep20;Platform4;
Dep20;Platform5;
Dep20;Platform6;
Dep20;Platform7;
Dep20;Platform8;
Dep21;Platform4;
Dep21;Platform5;
Dep21;Platform6;
Dep21;Platform7;
Dep21;Platform8;
Dep21;Platform9;
Dep21;Platform10;
Dep22;Platform5;
Dep22;Platform6;
Dep22;Platform7;
Dep22;Platform8;
Dep22;Platform9;
Dep23;Platform3;
Dep23;Platform4;
Dep23;Platform5;
Dep23;Platform6;
Dep23;Platform7;
Dep24;Platform5;
Dep24;Platform6;
Dep24;Platform7;
Dep24;Platform8;
Dep24;Platform9;
Dep24;Platform10;
Dep25;Platform6;
Dep25;Platform7;
Dep25;Platform8;
Dep25;Platform9;
Dep26;Platform2;
Dep26;Platform3;
Dep26;Platform4;
Dep26;Platform5;
Dep26;Platform6;
Dep26;Platform7;
Dep26;Platform8;
Dep26;Platform9;
Dep27;Platform2;
Dep27;Platform3;
Dep27;Platform4;
Dep27;Platform5;
Dep27;Platform6;
Dep27;Platform7;
Dep28;Platform2;
Dep28;Platform3;
Dep28;Platform4;
Dep28;Platform5;
Dep29;Platform2;
Dep29;Platform3;
Dep29;Platform4;
Dep29;Platform5;
Dep29;Platform6;
Dep29;Platform7;
Dep29;Platform8;
Dep30;Platform3;
Dep30;Platform4;
Dep30;Platform5;
Dep30;Platform6;
Dep30;Platform7;
Dep30;Platform8;
Dep30;Platform9;
Dep30;Platform10;
