idDeparture;depTime;depSeq;jointDep;idealDwell;maxDwell;reqDBM;reqTBM;
Dep25;d1 18:13:56;DepSeq2;;00:15:00;06:57:53;510;11:35:43;
Dep26;d1 18:23:57;DepSeq2;;00:15:00;04:34:08;770;11:10:52;
Dep27;d1 18:43:57;DepSeq1;;00:15:00;02:38:49;970;03:08:52;
Dep28;d1 18:54:13;DepSeq2;;00:15:00;00:50:28;220;08:25:31;
Dep29;d1 19:04:37;DepSeq1;;00:30:00;07:24:18;890;02:13:27;
Dep30;d1 19:09:10;DepSeq1;;00:30:00;08:14:16;260;05:41:27;
Dep31;d1 19:16:03;DepSeq2;;00:30:00;01:50:12;70;12:21:35;
Dep32;d1 19:37:01;DepSeq2;;00:30:00;07:56:37;940;02:23:20;
Dep33;d1 19:39:50;DepSeq1;;00:15:00;01:40:00;340;01:37:51;
Dep34;d1 19:42:59;DepSeq2;;00:30:00;06:21:26;930;10:04:41;
Dep35;d1 19:48:53;DepSeq2;;00:15:00;07:14:16;660;01:00:39;
Dep36;d1 19:51:39;DepSeq1;;00:15:00;05:23:06;440;01:32:44;
Dep37;d1 19:54:21;DepSeq2;;00:30:00;08:04:39;250;03:45:14;
Dep38;d1 19:57:34;DepSeq1;;00:30:00;07:43:44;700;03:36:09;
Dep39;d1 19:59:33;DepSeq2;;00:30:00;03:58:18;460;02:45:01;
Dep40;d1 20:00:57;DepSeq2;;00:15:00;02:15:48;670;05:06:57;
Dep41;d1 20:11:58;DepSeq1;;00:30:00;02:52:16;210;06:30:22;
Dep42;d1 20:13:11;DepSeq1;;00:15:00;01:09:53;1050;08:12:46;
Dep43;d1 20:15:48;DepSeq2;;00:15:00;00:13:28;830;03:19:51;
Dep44;d1 20:18:00;DepSeq1;;00:15:00;08:48:23;1060;02:15:09;
Dep45;d1 20:19:56;DepSeq1;;00:15:00;05:39:47;800;03:23:55;
Dep46;d1 20:24:16;DepSeq1;;00:30:00;04:32:46;220;01:07:03;
Dep47;d1 20:27:20;DepSeq2;;00:15:00;03:51:03;530;12:46:04;
Dep48;d1 20:29:41;DepSeq2;;00:15:00;05:04:10;230;03:08:20;
Dep49;d1 20:35:30;DepSeq1;;00:30:00;08:05:49;810;06:42:28;
Dep50;d1 20:37:59;DepSeq2;;00:15:00;07:29:55;440;07:50:19;
Dep51;d1 20:40:00;DepSeq1;;00:30:00;02:46:57;1030;10:30:58;
Dep52;d1 20:41:00;DepSeq2;;00:30:00;07:17:22;850;04:07:14;
Dep53;d1 20:42:55;DepSeq1;;00:15:00;04:44:31;350;11:39:56;
Dep54;d1 20:44:56;DepSeq2;;00:15:00;08:20:39;440;08:57:00;
Dep55;d1 20:46:57;DepSeq1;;00:15:00;03:37:44;200;09:39:52;
Dep56;d1 20:49:00;DepSeq1;;00:30:00;03:07:24;700;07:27:07;
Dep57;d1 20:50:00;DepSeq1;;00:30:00;07:16:31;370;01:03:15;
Dep58;d1 20:59:18;DepSeq2;;00:30:00;05:06:05;710;01:59:16;
Dep59;d1 21:00:20;DepSeq1;;00:15:00;06:54:50;940;05:35:16;
Dep60;d1 21:03:28;DepSeq1;;00:30:00;07:05:30;170;10:18:29;
Dep61;d1 21:07:07;DepSeq2;;00:30:00;07:04:37;410;07:04:33;
Dep62;d1 21:11:14;DepSeq1;;00:30:00;08:50:32;500;04:39:06;
Dep63;d1 21:12:45;DepSeq2;;00:15:00;01:24:07;370;11:53:45;
Dep64;d1 21:15:26;DepSeq1;;00:30:00;06:41:22;210;01:09:29;
Dep65;d1 21:17:16;DepSeq1;;00:15:00;08:44:09;90;09:28:07;
Dep66;d1 21:19:00;DepSeq1;;00:15:00;08:18:57;490;11:49:07;
Dep67;d1 21:20:30;DepSeq2;;00:30:00;00:42:21;380;03:01:55;
Dep68;d1 21:21:52;DepSeq2;;00:30:00;05:32:47;810;08:28:25;
Dep69;d1 21:23:55;DepSeq2;;00:15:00;01:02:52;130;09:52:17;
Dep70;d1 21:25:05;DepSeq2;;00:15:00;04:11:52;1030;05:59:37;
Dep71;d1 22:27:25;DepSeq1;;00:30:00;01:14:09;1060;05:08:13;
Dep72;d1 22:28:07;DepSeq2;;00:30:00;02:06:55;740;05:28:09;
Dep73;d1 22:29:48;DepSeq1;;00:15:00;06:46:11;350;09:10:57;
Dep74;d1 22:33:42;DepSeq2;;00:15:00;06:23:18;890;01:05:53;
Dep75;d1 22:36:52;DepSeq2;;00:15:00;07:34:05;360;11:10:07;
Dep76;d1 22:39:56;DepSeq1;;00:15:00;01:50:13;1080;11:22:16;
Dep77;d1 22:40:59;DepSeq1;;00:30:00;05:21:20;150;07:33:15;
Dep78;d1 22:41:30;DepSeq2;;00:15:00;06:01:09;540;01:26:05;
Dep79;d1 22:46:27;DepSeq2;;00:15:00;02:28:34;750;06:41:43;
Dep80;d1 22:49:11;DepSeq2;;00:30:00;04:02:07;200;10:48:42;
Dep81;d1 22:57:09;DepSeq2;;00:30:00;03:10:03;190;11:31:18;
Dep82;d1 23:04:30;DepSeq1;;00:30:00;03:00:58;130;08:40:39;
Dep83;d1 23:07:41;DepSeq2;;00:15:00;02:53:55;1020;11:52:57;
Dep84;d1 23:09:38;DepSeq2;;00:30:00;04:51:13;1060;07:01:22;
Dep85;d1 23:12:30;DepSeq1;;00:30:00;02:19:02;830;08:10:21;
Dep86;d1 23:17:32;DepSeq1;;00:30:00;06:37:53;750;03:18:03;
Dep87;d1 23:23:54;DepSeq2;;00:30:00;03:57:11;790;02:50:25;
Dep88;d1 23:27:25;DepSeq1;;00:30:00;00:18:50;230;03:51:59;
Dep89;d1 23:30:09;DepSeq1;;00:30:00;07:56:37;240;08:31:22;
Dep90;d1 23:33:18;DepSeq2;;00:15:00;04:53:51;940;05:39:09;
Dep91;d1 23:35:27;DepSeq2;;00:30:00;04:34:20;800;03:40:50;
Dep92;d1 23:41:50;DepSeq1;;00:15:00;08:19:28;550;09:50:56;
Dep93;d1 23:43:45;DepSeq2;;00:30:00;08:32:35;70;11:18:32;
Dep94;d1 23:47:59;DepSeq2;;00:30:00;04:25:17;960;06:52:29;
Dep95;d1 23:49:22;DepSeq1;;00:30:00;08:39:06;730;02:58:05;
Dep96;d1 23:51:36;DepSeq1;;00:30:00;05:00:42;560;05:23:55;
Dep97;d1 23:54:32;DepSeq1;;00:30:00;04:54:29;480;01:53:05;
Dep98;d1 23:56:00;DepSeq1;;00:15:00;08:14:59;740;02:04:13;
Dep99;d1 23:57:48;DepSeq1;;00:30:00;03:33:13;320;05:02:19;
Dep100;d1 23:59:55;DepSeq2;;00:15:00;01:39:35;300;11:57:48;
